id,grade,level,solution_len,topic,task_text
11-C6-9,11,6,680,"Многочлены, последовательности, функциональные уравнения","Пусть $P(x)=x^3+ax^2+bx+c$ — многочлен с целыми коэффициентами, причём $P(1)=P(-1)=-1$. Известно, что $P(x)$ имеет ровно один целый корень $x_0$, и этот корень лежит на отрезке $[-10,10]$. Найдите все возможные значения $x_0$ и соответствую"
9-C1-2,9,6,681,"Функции, последовательности и олимпиадные конструкции","Даны ненулевые числа $a, b, c$, удовлетворяющие системе $
\begin{cases}
a^2 + b^2 + c^2 = 9, \\
a^4 + b^4 + c^4 = 33, \\
\frac{1}{a^2} + \frac{1}{b^2} + \frac{1}{c^2} = \frac{5}{4}.
\end{cases}
$ Найдите значение выражения $\frac{a^2}{b^2c^"
9-E10-16,9,6,692,"Квадратные уравнения, Виет, параметры","В футбольном турнире участвовало 2024 команды. Каждая команда сыграла с каждой ровно один раз. За победу даётся 3 очка, за ничью — 1, за поражение — 0. Оказалось, что сумма очков всех команд равна 2024⋅2023. Докажите, что найдутся две коман"
10-D1-23,10,6,694,Стереометрия и векторы,"Найдите все натуральные числа $n$ такие, что число $n^{2} + 3n + 5$ делится на $n^{2} + n + 1$."
9-F13-19,9,6,695,"Квадратные уравнения, Виет, параметры","Найдите все действительные значения параметра $a$, при которых уравнение $x^2-2ax+a+2=0$ имеет два различных действительных корня, один из которых в два раза больше другого."
7-A1-3-L7-g678,7,7,260,"Выражения, степени, многочлены",Найдите значение выражения $(x^2-4x+4)(x^2+4x+4)-(x^2-4)^2$ при $x=123456789$.
10-A1-24,10,7,262,Показательные и логарифмические выражения,"На доске написано число 1. За один ход разрешается выбрать два записанных числа (возможно, одинаковых) и записать их сумму, если она ещё не встречалась. Какое минимальное количество ходов потребуется, чтобы получить число 2025?"
5-D3-31-L7-g,5,7,265,Текстовые задачи,"Маша и Даша собирали грибы. Когда Маша отдала Даше 5 грибов, у девочек стало грибов поровну. Сколько грибов было у Маши первоначально, если всего они собрали 30 грибов?"
6-B1-3-L7-g678,6,7,265,"Дроби, отношения, проценты","На складе есть три вида коробок: маленькие, средние и большие. Масса маленькой коробки относится к массе средней как $2:5$, а масса средней к массе большой как $3:7$. Найдите отношение массы маленькой коробки к массе большой. Ответ дайте в "
5-A2-3-L7-g5,5,7,266,Числа и делимость,"Найдите наименьшее натуральное число, которое при делении на 5 даёт остаток 4, при делении на 6 даёт остаток 5, а при делении на 7 даёт остаток 6."
9-E5-7,9,7,269,"Функции, последовательности и олимпиадные конструкции","Последовательность $a_n$ задана рекуррентно: $a_1 = 1$, $a_{n+1} = a_n + \frac{1}{a_n}$ для $n \ge 1$. Докажите, что $a_{100} > 14$."
6-E1-1-L7-g678,6,7,272,Олимпиадная задача,"Два пирата Джон и Билли делят клад из 180 золотых монет. Джон рисует на песке таблицу $3 \times 5 $ и раскладывает все монеты в её клетки. Затем Билли забирает себе все монеты из каких-нибудь четырёх клеток таблицы, образующих квадрат $2 \t"
8-C2-1-L7-g678,8,7,274,Системы и текстовые задачи,Из пункта A в пункт B выехал велосипедист со скоростью 15 км/ч. Через 1 час из пункта B в пункт A выехал второй велосипедист со скоростью 10 км/ч. Расстояние между A и B равно 60 км. Через какое время после выезда первого велосипедиста они 
5-A1-1-L7-g5,5,7,275,Числа и делимость,"Существует ли такое натуральное число $n$, что числа $n$ и $n+1$ оба делятся на 2025? Если да, приведите пример. Если нет, докажите."
9-F8-6,9,7,276,"Квадратные уравнения, Виет, параметры","На плоскости проведено 9 прямых, никакие две из которых не параллельны и никакие три не пересекаются в одной точке. Докажите, что среди треугольников, образованных этими прямыми, найдется такой, который не пересекается ни с одним из остальн"
6-E1-1-L7-gh1,6,7,278,"Геометрия, комбинаторика и логика","В треугольнике $ABC$ угол $A$ равен $60^\circ$, а угол $B$ равен $80^\circ$. На стороне $AB$ взята точка $D$ такая, что $\angle ACD = 30^\circ$. Найдите угол $BCD$."
5-C1-3-L7-g5,5,7,281,Геометрия и измерения,"Периметр квадрата равен 24 см. Квадрат разрезали на два прямоугольника так, что периметр одного из прямоугольников равен 16 см. Найдите периметр второго прямоугольника."
9-E14-18,9,7,281,Теория чисел,"Даны 2025 различных натуральных чисел, каждое из которых не превосходит 6075. Докажите, что среди них найдутся три числа, сумма которых делится на 6075."
6-E1-3-L7-g678,6,7,283,Олимпиадная задача,"У Карлсона есть три коробки, в каждой из которых лежит по 10 конфет. На одной коробке написано число 4, на другой — 7, на третьей — 10. За одну операцию Карлсон последовательно делает два действия: берёт из любой коробки количество конфет, "
7-C1-1-L7-g678,7,7,283,Функции и графики,"На координатной плоскости нарисован график линейной функции $y = kx + b$, проходящий через точки $A(1,3)$ и $B(-2,-3)$. Найдите $k$ и $b$."
11-E1-5-L7-g911,11,7,284,"Стереометрия, координаты и векторы",В кубе $ABCDA_1B_1C_1D_1$ с ребром 1 найдите расстояние от точки $A$ до плоскости $A_1BD$.
9-F2-L7-fill-0222,9,7,287,Комбинаторика и графы,"В стране 15 городов, некоторые пары соединены авиалиниями. Известно, что из любого города можно добраться до любого другого (возможно, с пересадками), но если закрыть любую одну авиалинию, то страна распадается на две компоненты связности. "
6-C1-5-L7-g678,6,7,288,Олимпиадная задача,"На доске написано выражение $7 * 6 * 5 * 4 * 3 * 2 * 1 $. Маша вместо звёздочек расставляет знаки «$+$» и «$-$». За один ход Ваня может поменять два подряд идущих знака на противоположные. Ваня хочет, чтобы спустя несколько его ходов получи"
8-C2-4-L7-g678,8,7,288,Системы и текстовые задачи,"Два велосипедиста выехали одновременно навстречу друг другу из пунктов A и B, расстояние между которыми 60 км. Скорость первого на 3 км/ч больше скорости второго. Найдите скорость каждого велосипедиста, если известно, что они встретились че"
7-C1-2-L7-g678,7,7,293,Олимпиадная задача,"Числа $d$ и $e$ являются корнями уравнения $x^2 - bx + c = 0 $, причём все числа $b, c, d, e$ натуральны. Известно, что $bcde = 5202 $. Какое наибольшее значение может принимать число $c$?"
7-E3-4-L7-g678,7,7,294,Делимость и остатки,"Найдите все простые числа $p$, для которых число $p^2+2$ также является простым."
7-F1-2-L7-g678,7,7,294,Комбинаторика и графы,"Сколько существует различных семизначных чисел, в записи которых цифры 1, 2, 3, 4, 5, 6, 7 встречаются ровно по одному разу, причём никакие две чётные цифры не стоят рядом?"
9-D12-21,9,7,294,"Системы, модули, радикалы, неравенства","Дана последовательность целых чисел $a_1, a_2, \dots, a_{2025}$, в которой $a_1 = 5$ и $|a_{k+1} - a_k| \in \{1, 2, 3\}$ для всех $k = 1, 2, \dots, 2024$. Докажите, что среди значений $a_1^2, a_2^2, \dots, a_{2025}^2$ найдётся хотя бы одна "
6-E2-4-L7-g678,6,7,299,"Геометрия, комбинаторика и логика","В квадрате $6 \times 6$ отметили 37 клеток. Докажите, что можно выбрать две отмеченные клетки, имеющие общую сторону."
5-E1-3-L7-g5,5,7,300,Комбинаторика и логика,"Сколько существует пятизначных чисел, в записи которых каждая следующая цифра больше предыдущей?"
9-E5-2,9,7,304,Теория чисел,"На стержне длиной 2025 сидят 2025 божьих коровок, каждая — на целочисленной координате от 1 до 2025 (все координаты различны). По сигналу каждая коровка начинает ползти со скоростью 1 единица в минуту в одну из сторон (влево или вправо). Ко"
10-A2-2-L7-g911,10,7,305,Показательные и логарифмические выражения,Решите уравнение $2^{2x+1} - 5 \cdot 2^{x} + 2 = 0$.
11-C3-3-L7-gh3,11,7,305,Неравенства и оценки,"Найдите наименьшее значение функции $f(x) = x^4 - 4x^3 + 6x^2 - 4x + 5$ на отрезке $[0, 3]$."
5-C3-35-L7-g,5,7,306,Геометрия и измерения,"Разрежьте квадрат $4\times4$ на две равные части по линиям клеток так, чтобы одна из частей содержала ровно три угловые клетки квадрата. Сколько клеток будет в каждой части?"
7-B2-4-L7-g678,7,7,308,Линейные уравнения и системы,"Найдите все пары целых чисел $(x, y)$, удовлетворяющие системе уравнений:
\[\begin{cases} 3x + 2y = 11 \\ 2x - y = 5 \end{cases}\]"
7-E3-2-L7-g678,7,7,308,Делимость и остатки,"Найдите все простые числа $p$, для которых число $p^2+2$ также является простым."
8-C2-1-L7-gh2,8,7,308,Системы и текстовые задачи,"Два велосипедиста стартуют одновременно из пунктов A и B навстречу друг другу. Первый проезжает расстояние между A и B за 2 часа, второй — за 3 часа. Через какое время после старта они встретятся?"
7-D3-2-L7-g678,7,7,309,Геометрия треугольников и углов,"В равнобедренном треугольнике $ABC$ с основанием $AC$ проведена медиана $BD$. Известно, что $\angle ABD = 20^\circ$. Найдите угол $\angle ABC$."
8-B2-3-L7-g678,8,7,309,Неравенства и преобразования,"Докажите, что для любых действительных чисел $a$, $b$, $c$ выполнено неравенство $a^2+b^2+c^2 \geq ab+bc+ca$."
7-A1-2-L7-gh2,7,7,310,"Выражения, степени, многочлены","Найдите значение выражения $(x^2 - y^2)^2 - (x^2 + y^2)^2$ при $x = \sqrt{3}$, $y = \sqrt{2}$."
6-D3-3-L7-g678,6,7,311,Олимпиадная задача,"В каждой клетке первого столбца клетчатой доски $9 \times 9 $ стоит белая пешка, а в каждой клетке последнего столбца — чёрная пешка. Каждую минуту разрешается сдвинуть одну произвольную пешку на соседнюю по стороне клетку, если та свободна"
7-E2-2-L7-g678,7,7,315,Делимость и остатки,"Может ли сумма трёх натуральных чисел, каждое из которых является квадратом натурального числа, быть нечётной? Если да, приведите пример, если нет, объясните почему."
5-B2-34-L7-g,5,7,318,"Дроби, доли, проценты","В магазине в понедельник цена на товар была повышена на 20%, а во вторник снижена на 20%. В среду цену снова повысили на 20%, а в четверг снизили на 20%. На сколько процентов изменилась цена товара к пятнице по сравнению с первоначальной?"
6-D3-1-L7-g678,6,7,320,Уравнения и текстовые задачи,"У Пети было несколько орехов. Он отдал половину своих орехов Васе, затем половину оставшихся — Коле, и после этого у него осталось 5 орехов. Сколько орехов было у Пети сначала?"
8-D1-5-L7-g678,8,7,321,Функции и графики,"Найдите все значения параметра $a$, при каждом из которых вершина параболы $y = x^2 - 2ax + a^2 + 1$ лежит на прямой $y = 2x - 3$."
7-D2-1-L7-g678,7,7,324,Геометрия треугольников и углов,"В треугольнике $ABC$ на стороне $BC$ выбрана точка $D$ такая, что $\angle BAD = \angle CAD$. Известно, что $AB = 7$, $AC = 9$, $BC = 10$. Найдите $BD$."
9-E2-1-L7-g911,9,7,324,Теория чисел,Найдите все целые решения уравнения $x^2 + 2y^2 = 1$.
5-D1-5-L7-g5,5,7,325,Текстовые задачи,Из пункта $A$ в пункт $B$ выехал велосипедист со скоростью $15$ км/ч. Через $2$ часа из $A$ в том же направлении выехал мотоциклист со скоростью $45$ км/ч. На каком расстоянии от $A$ мотоциклист догонит велосипедиста?
7-F3-2-L7-g678,7,7,325,Комбинаторика и графы,"В шахматном турнире участвовали 7 школьников. Каждый сыграл с каждым ровно одну партию. За победу давалось 1 очко, за ничью — 0,5, за поражение — 0. После турнира оказалось, что все участники набрали различное количество очков. Докажите, чт"
6-A3-4-L7-g678,6,7,326,"Числа, делимость, НОД/НОК","Найдите наименьшее натуральное число, которое при делении на 3 даёт остаток 2, при делении на 4 даёт остаток 3, а при делении на 5 даёт остаток 4."
11-C3-2-L7-gh3,11,7,330,Неравенства и оценки,"Найдите наименьшее значение выражения $\frac{x^2 + y^2 + z^2}{xy + yz + zx}$ для положительных чисел $x, y, z$, удовлетворяющих условию $x + y + z = 3$."
5-D1-3-L7-g5,5,7,331,Олимпиадная задача,"Комната имеет форму прямоугольного треугольника с наибольшей стороной 5 м. Пчела из одного острого угла летит по прямой, поворачивая на $90^{\circ}$ при ударе о стену. После десятого удара она останавливается. Может ли пчела пролететь больш"
7-E3-5-L7-g678,7,7,331,Делимость и остатки,"Найдите все простые числа $p$, для которых число $p^2+2$ также является простым."
7-G1-5-L7-g678,7,7,334,Логика и инварианты,В ряд выписаны числа от 1 до 10. Разрешается прибавить 1 к любым двум соседним числам. Можно ли сделать все числа равными?
6-A1-1-L7-gh5,6,7,338,"Числа, делимость, НОД/НОК","Натуральные числа $a$ и $b$ таковы, что $\text{НОД}(a,b)=6$, а $\text{НОК}(a,b)=420$. Сколько существует различных пар $(a,b)$ (порядок не важен)?"
8-F3-L7-fill-0134,8,7,342,Теория чисел: остатки и диофантовы,"Найдите наименьшее натуральное число $n$, для которого $n^2+5n+6$ делится на $n+7$."
5-D3-35-L7-g,5,7,344,Текстовые задачи,"Маша загадала число. Если к нему прибавить 15, результат умножить на 2, затем вычесть 6 и разделить на 3, то получится 20. Какое число загадала Маша?"
7-B2-2-L7-g678,7,7,346,Линейные уравнения и системы,"Найдите все пары натуральных чисел $(x, y)$, удовлетворяющие системе уравнений: 
\begin{cases} 
x + y = 12, \\ 
xy = 35.
\end{cases}"
10-D3-2-L7-g911,10,7,349,Олимпиадная задача,"На доске записаны три простых числа (не обязательно различных). Денис заметил, что их сумма и произведение отличаются в 59 раз. Чему может быть равна сумма трёх чисел на доске? Укажите все возможные варианты."
9-E14-1,9,7,349,Комбинаторика и графы,"На доске написаны 2025 натуральных чисел, каждое не больше 99. Докажите, что из них можно выбрать 20 чисел, произведение которых является точным квадратом."
6-B2-3-L7-g678,6,7,350,"Дроби, отношения, проценты","В магазине продаётся два вида кофе: арабика и робуста. Если смешать 3 кг арабики и 2 кг робусты, то получится смесь стоимостью 800 рублей за кг. Если смешать 2 кг арабики и 3 кг робусты, то получится смесь стоимостью 750 рублей за кг. Сколь"
7-F3-4-L7-g678,7,7,350,Комбинаторика и графы,"В классе 25 учеников. Каждый ученик записал на листке количество своих друзей в классе (дружба взаимна). Докажите, что среди 25 полученных чисел найдутся два равных."
10-E3-1-L7-g911,10,7,351,Теория чисел старшего уровня,"Найдите все натуральные числа $n$, для которых $n^4+4^n$ является простым числом."
6-E2-3-L7-g678,6,7,354,"Геометрия, комбинаторика и логика","В коробке лежат 10 красных, 12 синих и 15 зелёных карандашей. Какое наименьшее количество карандашей нужно взять не глядя, чтобы среди них гарантированно оказалось хотя бы 6 карандашей одного цвета?"
9-E14-22,9,7,356,Олимпиадная задача,"Сумма пяти натуральных чисел $a, b, c, d, e$ равна $2023$. Какое наименьшее значение может принять наибольшая из сумм $a+b, b+c, c+d, d+e$?"
6-D3-4-L7-g678,6,7,360,Уравнения и текстовые задачи,"У Пети и Васи было поровну конфет. Петя отдал Васе 5 конфет, после чего у Васи стало в 3 раза больше конфет, чем у Пети. Сколько конфет было у каждого мальчика первоначально?"
7-F1-4-L7-g678,7,7,362,Комбинаторика и графы,"Сколько существует различных девятизначных чисел, в записи которых используются только цифры 1, 2 и 3, причём никакие две одинаковые цифры не стоят рядом?"
8-E3-4-L7-g678,8,7,362,Геометрия: подобие и окружность,"В окружности проведены две хорды $AB$ и $CD$, пересекающиеся в точке $M$. Известно, что $AB = 10$, $CM = 2$, $DM = 8$. Найдите длину отрезка $AM$, если известно, что $AM > BM$."
9-E5-21,9,7,364,Теория чисел,"Найдите все натуральные числа $n$, для которых $n^2+1$ делится на $n+5$."
7-E2-3-L7-g678,7,7,365,Делимость и остатки,"Можно ли разменять купюру в 500 рублей 40 монетами достоинством 2 рубля и 5 рублей так, чтобы количество двухрублёвых монет было нечётным?"
8-B1-5-L7-g678,8,7,367,Неравенства и преобразования,"Найдите все целые числа $x$, удовлетворяющие неравенству $|x-2| + |x+3| \leq 5$."
8-E2-L7-fill-0140,8,7,367,Геометрия: подобие и окружность,"В окружности с центром $O$ проведены хорды $AB$ и $CD$, пересекающиеся в точке $M$. Известно, что $\angle AMC = 60^\circ$, $AM = 4$, $MB = 9$, $CM = 6$. Найдите $MD$."
11-E1-1-L7-g911,11,7,368,"Стереометрия, координаты и векторы","Даны точки $A(1,2,3)$, $B(4,5,6)$, $C(7,8,9)$. Найдите координаты точки $D$ такой, что векторы $\vec{AB}$ и $\vec{CD}$ коллинеарны и $|\vec{CD}| = 2|\vec{AB}|$."
11-F3-1-L7-g911,11,7,368,Теория чисел и диофантовы задачи,"Найдите все тройки натуральных чисел $(x, y, z)$, для которых $x^3 + y^3 + z^3 = 3xyz$ и $x + y + z = 30$."
5-B1-1-L7-g5,5,7,368,"Дроби, доли, проценты","В коробке лежат красные, синие и зелёные шары. Известно, что 1/3 всех шаров — красные, 2/5 всех шаров — синие, а зелёных шаров ровно 8. Сколько всего шаров в коробке?"
5-D1-4-L7-g5,5,7,369,Текстовые задачи,"Из двух городов A и B, расстояние между которыми 300 км, одновременно навстречу друг другу выехали два автомобиля. Скорость первого автомобиля 60 км/ч, скорость второго — 40 км/ч. Через сколько часов после начала движения расстояние между а"
10-D2-2-L7-g911,10,7,371,Стереометрия и векторы,"В правильной четырёхугольной пирамиде $SABCD$ с вершиной $S$ сторона основания равна $2$, а боковое ребро равно $\sqrt{7}$. Найдите объём пирамиды."
7-A2-3-L7-g678,7,7,371,"Выражения, степени, многочлены","Найдите все пары целых чисел $(x, y)$, для которых выполняется равенство $x^2 - 4xy + 5y^2 - 6y + 9 = 0$."
8-E1-5-L7-g678,8,7,371,Геометрия: подобие и окружность,"В треугольнике $ABC$ на стороне $BC$ выбрана точка $K$ так, что $BK:KC=1:2$. На отрезке $AK$ выбрана точка $M$ так, что $AM:MK=3:1$. Прямая $BM$ пересекает сторону $AC$ в точке $N$. Найдите отношение $AN:NC$."
7-F2-5-L7-g678,7,7,374,Комбинаторика и графы,"На вечеринке каждый мальчик пожал руку каждой девочке ровно один раз. Всего было сделано 72 рукопожатия. Сколько мальчиков и сколько девочек могло быть на вечеринке? Укажите все возможные пары чисел (количество мальчиков, количество девочек"
9-E3-L7-fill-0231,9,7,375,Теория чисел,"Найдите все простые числа $p$ такие, что $p^2+2$ и $p^2+4$ также являются простыми."
8-C1-3-L7-gh5,8,7,378,Системы и текстовые задачи,"Найдите все тройки целых чисел $(x,y,z)$, удовлетворяющие системе: $\begin{cases} x+y+z = 0 \\ x^3+y^3+z^3 = 3xyz \end{cases}$."
5-E2-31-L7-g,5,7,379,Комбинаторика и логика,А сказал: «Б — лжец». Б сказал: «А и В одного типа». В сказал: «А — рыцарь». Кто А?
6-C1-3-L7-g678,6,7,386,Целые числа и координаты,"На координатной прямой отмечены точки $A$, $B$, $C$ с целыми координатами. Расстояние от $A$ до $B$ равно 5, от $B$ до $C$ равно 3, а от $A$ до $C$ равно 8. Найдите все возможные координаты точки $C$, если известно, что точка $A$ имеет коор"
5-D3-32-L7-g,5,7,387,Текстовые задачи,"Маша задумала число. Если к этому числу прибавить 15, затем результат умножить на 4, потом вычесть 20 и разделить на 5, то получится 10. Какое число задумала Маша?"
10-D2-4-L7-g911,10,7,388,Стереометрия и векторы,"В правильной четырёхугольной пирамиде $SABCD$ с вершиной $S$ сторона основания $AB = 6$, боковое ребро $SA = 5$. Найдите объём пирамиды."
9-B3-L7-fill-0232,9,7,388,"Системы, модули, радикалы, неравенства",Решите уравнение: $\sqrt{x+3} + \sqrt{6-x} = 3$.
7-A2-2-L7-gh2,7,7,392,"Выражения, степени, многочлены","Найдите все целые числа $x$ и $y$, для которых выполняется равенство $x^2 + y^2 = (x+y)^2 - 2xy$ и $x^2 + y^2 = 2$."
7-E2-5-L7-g678,7,7,392,Делимость и остатки,"Можно ли расставить в клетках таблицы $3 \times 3$ целые числа так, чтобы сумма чисел в каждой строке была чётной, а сумма чисел в каждом столбце — нечётной?"
7-A3-4-L7-g678,7,7,393,"Выражения, степени, многочлены",Разложите на множители многочлен: $x^3 + 2x^2 - 5x - 6$.
8-G1-L7-fill-0135,8,7,394,"Комбинаторика, логика, инварианты","Найдите количество трёхзначных чисел, в записи которых есть ровно две одинаковые цифры, а третья отличается."
7-C1-5-L7-g678,7,7,395,Функции и графики,"Даны две линейные функции: $f(x)=kx+b$ и $g(x)=px+q$. Известно, что $f(1)=g(3)$, $f(2)=g(2)$, $f(3)=g(1)$. Найдите $k/p$, если $k \neq 0$, $p \neq 0$."
10-D2-1-L7-g911,10,7,401,Стереометрия и векторы,"В правильной треугольной пирамиде $SABC$ ($S$ — вершина) проведена плоскость, параллельная основанию $ABC$ и пересекающая боковые ребра $SA$, $SB$, $SC$ в точках $A_1$, $B_1$, $C_1$ соответственно. Известно, что объем пирамиды $SA_1B_1C_1$ "
5-B1-5-L7-g5,5,7,401,"Дроби, доли, проценты","У Пети есть несколько одинаковых квадратных листов бумаги. Он разрезал каждый лист на 4 равных квадрата, а затем каждый полученный квадрат разрезал на 4 равных квадрата. После этого у него оказалось 80 квадратов размером 5 см × 5 см. Какой "
5-A2-5-L7-g5,5,7,406,Числа и делимость,"Найдите наименьшее натуральное число, которое при делении на 2 даёт остаток 1, при делении на 3 даёт остаток 2, при делении на 4 даёт остаток 3, при делении на 5 даёт остаток 4, при делении на 6 даёт остаток 5, а на 7 делится нацело."
5-B2-31-L7-g,5,7,406,"Дроби, доли, проценты","В магазине в понедельник цена на товар была повышена на 20%, а во вторник — снижена на 20%. В среду цену снова повысили на 20%, а в четверг — снизили на 20%. На сколько процентов изменилась цена товара к пятнице по сравнению с первоначально"
8-F2-2-L7-g678,8,7,407,Теория чисел: остатки и диофантовы,"Найдите все пары натуральных чисел $(x,y)$, удовлетворяющие уравнению $x^2 - 4y^2 = 5$."
6-B3-5-L7-g678,6,7,409,"Дроби, отношения, проценты","В первый день продали $\frac{2}{5}$ всех фруктов, во второй — $\frac{1}{3}$ оставшихся, после чего осталось 120 кг. Сколько килограммов фруктов было первоначально?"
8-C1-2-L7-g678,8,7,410,Системы и текстовые задачи,Решите систему уравнений: $\begin{cases} x^2 + xy + y^2 = 7 \\ x^2 - xy + y^2 = 3 \end{cases}$.
8-C3-4-L7-g678,8,7,410,Системы и текстовые задачи,"В магазине в понедельник цена на товар была повышена на $p\%$, а во вторник снижена на $p\%$. В результате цена стала на $1\%$ меньше первоначальной. Найдите $p$."
6-C3-3-L7-g678,6,7,411,Целые числа и координаты,"На координатной плоскости отмечены точки $A(1,2)$, $B(5,2)$, $C(5,6)$ и $D(1,6)$. Сколько существует точек с целыми координатами, лежащих внутри квадрата $ABCD$ (не на границе), таких что сумма расстояний от этой точки до всех четырёх сторо"
10-B1-5-L7-g911,10,7,414,Тригонометрия,"Докажите тождество: $\frac{\sin^4 x + \cos^4 x - 1}{\sin^6 x + \cos^6 x - 1} = \frac{2}{3}$ для всех $x$, при которых знаменатель не равен нулю."
9-F11-23,9,7,414,Комбинаторика и графы,"Дан квадрат со стороной 10. Можно ли разрезать его на 2025 одинаковых прямоугольников так, чтобы площадь каждого прямоугольника была целым числом?"
6-D1-1-L7-g678,6,7,415,Уравнения и текстовые задачи,"На складе было 120 кг яблок. После того как в первый день продали в 2 раза больше яблок, чем во второй, а в третий день продали на 15 кг меньше, чем в первый, осталось 10 кг яблок. Сколько килограммов яблок продали в каждый из трёх дней?"
6-B3-1-L7-gh1,6,7,417,"Дроби, отношения, проценты","В сосуде находится 10 литров 30% раствора соли. Из сосуда отливают некоторое количество раствора и доливают столько же воды, после чего концентрация соли становится 20%. Сколько литров раствора отлили?"
6-C2-2-L7-g678,6,7,417,Целые числа и координаты,"На координатной прямой отмечены точки $A$, $B$, $C$ и $D$ с целыми координатами. Известно, что $A$ лежит левее $B$, $B$ левее $C$, а $C$ левее $D$. Расстояние между $A$ и $C$ равно $5$, между $B$ и $D$ равно $7$. Какое наименьшее возможное "
10-G1-2-L7-gst2,10,7,421,"Логика, множества, функции и отображения","Даны два множества точек на плоскости: $A = \{(x, y) \mid x^2 + y^2 \leq 1\}$ и $B = \{(x, y) \mid |x| + |y| \leq 1\}$. Найдите площадь множества $A \setminus B$."
7-E1-1-L7-g678,7,7,421,Делимость и остатки,"Найдите наименьшее натуральное число, которое при делении на 5 даёт остаток 4, при делении на 7 даёт остаток 6, а при делении на 9 даёт остаток 8."
5-D2-32-L7-g,5,7,424,Текстовые задачи,"Два землекопа должны выкопать траншею. Если бы первый работал один, он бы выкопал траншею за 6 часов. Если бы второй работал один, он бы выкопал за 4 часа. Сначала первый работал один, а затем его сменил второй, и вся работа была выполнена "
9-B2-2-L7-g911,9,7,426,"Системы, модули, радикалы, неравенства",Решите уравнение: $|x-1| + |x+2| = 3$.
10-C1-2-L7-gh3,10,7,428,"Системы, параметры и неравенства","При каких значениях параметра $a$ система уравнений
$$\begin{cases} x^2 + y^2 = 1, \\ x + y = a \end{cases}$$
имеет ровно два различных решения?"
6-D3-2-L7-g678,6,7,428,Олимпиадная задача,"В комнату с чистой доской зашли Аня и Боря. Аня написала: «В этой строке не больше, чем... буквы». Боря написал: «Если подсчитать все слова, написанные на этой доске, то всего получится... слов». Известно, что предложения записаны по всем п"
6-B3-3-L7-gh1,6,7,429,"Дроби, отношения, проценты","Имеется два сплава. Первый сплав содержит 10% никеля, второй — 30% никеля. Из этих двух сплавов получили третий сплав массой 200 кг, содержащий 25% никеля. На сколько килограммов масса первого сплава меньше массы второго?"
5-D2-33-L7-g,5,7,434,Текстовые задачи,"Маша и Даша вместе могут прополоть грядку за 6 часов. Если Маша будет работать одна, то она прополет грядку на 5 часов быстрее, чем Даша. За сколько часов прополет грядку Даша, работая одна?"
7-E3-3-L7-g678,7,7,435,Делимость и остатки,"Найдите все простые числа $p$, для которых число $p^2+2$ также является простым."
9-G6-13,9,7,439,Комбинаторика и графы,"В классе 25 человек. Каждый мальчик дружит ровно с 5 девочками, а каждая девочка — ровно с 4 мальчиками. Сколько в классе мальчиков и сколько девочек?"
9-D1b-18,9,7,443,"Квадратные уравнения, Виет, параметры","Существует ли бесконечно много таких прямоугольных треугольников с целыми сторонами, что их площадь равна периметру? Если да, опишите бесконечную серию таких треугольников."
9-F11-9,9,7,444,"Логика, инварианты, стратегии","Дан прямоугольник размером $5 \times 7$. Разрежьте его на 8 частей так, чтобы из всех этих частей можно было сложить два квадрата: один со стороной 3, а другой со стороной 4. Части могут быть любой формы, но должны быть многоугольниками с ц"
8-B3-3-L7-g678,8,7,446,Неравенства и преобразования,"Для положительных чисел $a$, $b$, $c$ докажите неравенство: $\frac{a}{b+c} + \frac{b}{c+a} + \frac{c}{a+b} \geq \frac{3}{2}$."
8-F2-5-L7-g678,8,7,447,Теория чисел: остатки и диофантовы,"Найдите все пары целых чисел $(x, y)$, удовлетворяющие уравнению $x^2 - 4xy + 5y^2 = 2$."
9-D10-25,9,7,447,Геометрия треугольника и окружности,"Даны натуральные числа $a$ и $b$. Известно, что $v_p(a!)=v_p(b!)$ для всех простых $p$. Обязательно ли $a=b$? Ответ обоснуйте."
5-C2-2-L7-g5,5,7,454,Геометрия и измерения,"На плоскости нарисованы 10 отрезков. Каждый отрезок пересекается ровно с четырьмя другими. Какое наименьшее количество точек пересечения может быть? (Пересечениями считаются только точки, в которых пересекаются два отрезка, никакие три отре"
8-B3-5-L7-g678,8,7,457,Неравенства и преобразования,"Для положительных чисел $a$, $b$, $c$ докажите неравенство $\frac{a}{b+c} + \frac{b}{c+a} + \frac{c}{a+b} \ge \frac{3}{2}$."
5-E3-32-L7-g,5,7,463,Комбинаторика и логика,"В ряд выложены 7 монет. Среди них есть одна фальшивая (легче настоящей) и одна настоящая. Как за два взвешивания на чашечных весах без гирь определить, какая монета фальшивая?"
10-C5a-22,10,7,467,Тригонометрия,"Решите на отрезке $[0,2\pi)$ уравнение $\sin 2x=\sin x.$"
7-G1-2-L7-g678,7,7,467,Логика и инварианты,На доске написано число 123456789. Разрешается к числу прибавить его сумму цифр или вычесть из него его сумму цифр. Можно ли получить число 123456788?
6-D2-4-L7-g678,6,7,468,Уравнения и текстовые задачи,"Петя и Вася бегут по круговой дорожке длиной 400 метров. Петя бежит со скоростью 5 м/с, Вася — со скоростью 3 м/с. Они стартуют одновременно из одной точки в противоположных направлениях. Через какое наименьшее время (в секундах) после стар"
9-D10-3,9,7,470,Теория чисел,Пусть $p>2$ — простое число. Для натурального $k$ найдите $v_p\big((p+1)^{p^k}-1\big)$.
