id,grade,level,families,solution_len,answer,task_text
9-A1-1-L1-gf3,9,1,quadratic_basic,29,$7$,"Корни $x_1,x_2$ уравнения $x^2-7x+12=0$. Найдите $x_1+x_2$."
9-A2-1-L1-g,9,1,fraction_of_number,136,$\d\frac{349}{350}$,Вычислите сумму $\d\frac{1}{1\cdot 2}+\d\frac{1}{2\cdot 3}+\dots+\d\frac{1}{349\cdot 350}.$
9-A2-2-L1-g,9,1,fraction_of_number,101,$\d\frac{97}{98}$,Найдите сумму $\sum_{k=1}^{98} \d\frac{1}{k(k+1)}$.
9-A2-3-L1-g,9,1,fraction_of_number,136,$\d\frac{209}{210}$,Вычислите сумму $\d\frac{1}{1\cdot 2}+\d\frac{1}{2\cdot 3}+\dots+\d\frac{1}{209\cdot 210}.$
9-A2-4-L1-g,9,1,fraction_of_number,104,$\d\frac{300}{301}$,Найдите сумму $\sum_{k=1}^{301} \d\frac{1}{k(k+1)}$.
9-A2-5-L2-g,9,2,fraction_of_number,136,$\d\frac{233}{234}$,Вычислите сумму $\d\frac{1}{1\cdot 2}+\d\frac{1}{2\cdot 3}+\dots+\d\frac{1}{233\cdot 234}.$
9-A2-6-L2-g,9,2,fraction_of_number,104,$\d\frac{312}{313}$,Найдите сумму $\sum_{k=1}^{313} \d\frac{1}{k(k+1)}$.
9-A2-7-L2-g,9,2,fraction_of_number,104,$\d\frac{252}{253}$,Найдите сумму $\sum_{k=1}^{253} \d\frac{1}{k(k+1)}$.
9-A1-1-L3-g2,9,3,quadratic_basic,124,$37$,"Корни уравнения $x^2-7x+6=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
9-A1-2-L3-g2,9,3,quadratic_basic,130,$85$,"Корни уравнения $x^2-13x+42=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
9-A2-2-L4-g,9,4,quadratic_basic,97,$40$,"Корни $x_1, x_2$ уравнения $x^2+4x-12=0$. Найдите $x_1^2+x_2^2$."
9-A2-6-L4-g,9,4,quadratic_basic,95,$98$,"Корни $x_1, x_2$ уравнения $x^20x-49=0$. Найдите $x_1^2+x_2^2$."
9-A2-7-L4-g,9,4,quadratic_basic,95,$45$,"Корни $x_1, x_2$ уравнения $x^2-3x-18=0$. Найдите $x_1^2+x_2^2$."
9-A1-1-L5-gf3,9,5,quadratic_basic,30,$10$,"Корни $x_1,x_2$ уравнения $x^2-10x+25=0$. Найдите $x_1+x_2$."
9-A1-1-L5-gtop2,9,5,quadratic_basic,129,$74$,"Корни уравнения $x^2-2x-35=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
9-A1-2-L5-gtop2,9,5,quadratic_basic,133,$68$,"Корни уравнения $x^2+6x-16=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
9-A1-3-L5-gtop2,9,5,quadratic_basic,126,$18$,"Корни уравнения $x^2+0x-9=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
9-A1-4-L5-gtop2,9,5,quadratic_basic,132,$25$,"Корни уравнения $x^2+1x-12=0$ равны $x_1, x_2$. Найдите $x_1^2+x_2^2$."
9-A2-10-L5-g,9,5,fraction_of_number,95,$\d\frac{15}{29}$,Найдите значение произведения $\prod_{k=2}^{29}\left(1-\d\frac{1}{k^2}\right)$.
9-A2-11-L5-g,9,5,fraction_of_number,93,$\d\frac{5}{9}$,Найдите значение произведения $\prod_{k=2}^{9}\left(1-\d\frac{1}{k^2}\right)$.
9-A2-12-L5-g,9,5,fraction_of_number,95,$\d\frac{17}{32}$,Найдите значение произведения $\prod_{k=2}^{16}\left(1-\d\frac{1}{k^2}\right)$.
9-A2-13-L5-g,9,5,fraction_of_number,95,$\d\frac{14}{27}$,Найдите значение произведения $\prod_{k=2}^{27}\left(1-\d\frac{1}{k^2}\right)$.
9-A2-14-L5-g,9,5,fraction_of_number,94,$\d\frac{9}{17}$,Найдите значение произведения $\prod_{k=2}^{17}\left(1-\d\frac{1}{k^2}\right)$.
9-A2-15-L5-g,9,5,fraction_of_number,94,$\d\frac{8}{15}$,Найдите значение произведения $\prod_{k=2}^{15}\left(1-\d\frac{1}{k^2}\right)$.
9-A2-16-L5-g,9,5,fraction_of_number,95,$\d\frac{23}{44}$,Найдите значение произведения $\prod_{k=2}^{22}\left(1-\d\frac{1}{k^2}\right)$.
9-A2-17-L5-g,9,5,fraction_of_number,95,$\d\frac{19}{36}$,Найдите значение произведения $\prod_{k=2}^{18}\left(1-\d\frac{1}{k^2}\right)$.
9-C5-2,9,6,quadratic_basic,3580,$10$,"Даны многочлены $P(x) = x^3 + 2x^2 - 3x + 4$ и $Q(x) = x^2 + kx + 1$. При каком наибольшем натуральном $k$ найдётся такой натуральный $n > 1$, что $P(n) = Q(n)$?"
9-C5-9,9,7,quadratic_basic,1806,"Доказано, что $P(4)\neq 2025$.","Пусть $P(x)=x^3+ax^2+bx+c$ — многочлен с целыми коэффициентами, причём $P(1)=2025$, $P(2)=2$, $P(3)=3$. Докажите, что $P(4)\neq 2025$."
9-D1b-2,9,7,quadratic_basic,1215,"Да, существует, например, $P_n(x)=x^2 - 4n^2 x + (4n^4 - 1)$ для натуральных $n$.","Дана бесконечная последовательность квадратных трехчленов $P_n(x)=x^2 + a_n x + b_n$ с целыми коэффициентами, где $a_n$ и $b_n$ таковы, что при любом натуральном $n$ трехчлен имеет два различных целых корня, и эти корни образуют арифметическую прогрессию. Докажите, что существует бесконечно много та"
9-H2-13,9,7,quadratic_basic,5241,$x_0=1+4\cos\left(\frac{1}{3}\arccos\left(-\frac{3}{8}\right)\right)$,"Функция $f(x)=x^3-3x^2-9x+5$ определена на отрезке $[-2;4]$. На этом отрезке существует единственная точка $x_0$ такая, что значение функции в этой точке равно сумме значений функции в точках, где её производная равна нулю. Найдите $x_0$."
9-H2-17,9,7,quadratic_basic,923,P(x) = (x-d)^3 + e,"Дан многочлен $P(x)=x^3+ax^2+bx+c$ с целыми коэффициентами. Известно, что уравнение $P'(x)=0$ имеет два различных вещественных корня $x_1$ и $x_2$, причём $P(x_1)=P(x_2)$. Докажите, что $P(x)$ имеет вид $(x-d)^3+e$ для некоторых целых $d$ и $e$."
9-A1-1-L8-gh4,9,8,quadratic_basic,1590,a = 1,"Найдите все значения параметра $a$, при которых уравнение $x^2 + (a-2)x + a^2 - 3a + 2 = 0$ имеет два различных корня, и при этом сумма квадратов корней равна $2$."
9-A1-1-L8-gh5,9,8,quadratic_basic,1298,"$a=b$, $a\neq 2$ или $a+b=-1$, $a\neq b$","Найдите все пары $(a,b)$ действительных чисел, для которых квадратные трехчлены $x^2+ax+b$ и $x^2+bx+a$ имеют общий корень, и этот корень является единственным общим корнем данных трехчленов."
9-A1-2-L8-gh5,9,8,quadratic_basic,731,$1067$,"Корни $x^2-11x+8=0$ равны $x_1,x_2$. Найдите $x_1^3+x_2^3$."
9-A1-3-L8-gh5,9,8,quadratic_basic,743,$a = 1$,"Найдите все значения параметра $a$, при которых квадратное уравнение $x^2 + (a-2)x + a^2 - 3 = 0$ имеет два различных действительных корня, и сумма квадратов этих корней равна $2$."
9-A1-4-L8-gh5,9,8,quadratic_basic,780,"$a \in (-\infty, -1) \cup (0, +\infty)$, но с дополнительным условием $a \neq 0$ и $a \neq -1$? Уточним: для двух различ","Найдите все значения параметра $a$, при которых квадратное уравнение $ax^2 + (a+1)x + a = 0$ имеет два различных действительных корня, и при этом один из них больше $1$, а другой меньше $1$."
9-A2-1-L1-g2,9,1,quadratic_basic,49,$a=5$,При каком значении параметра $a=5$ уравнение $5x^2=20$ имеет корень $x=2$?
9-A2-2-L1-g2,9,1,quadratic_basic,50,$a=5$,При каком значении параметра $a=5$ уравнение $5x^2=320$ имеет корень $x=8$?
9-A2-3-L1-g2,9,1,quadratic_basic,48,$a=4$,При каком значении параметра $a=4$ уравнение $4x^2=4$ имеет корень $x=1$?
9-A2-4-L1-g2,9,1,quadratic_basic,49,$a=3$,При каком значении параметра $a=3$ уравнение $3x^2=48$ имеет корень $x=4$?
9-A2-5-L1-g2,9,1,quadratic_basic,49,$a=2$,При каком значении параметра $a=2$ уравнение $2x^2=32$ имеет корень $x=4$?
9-A2-10-L2-g2,9,2,quadratic_basic,48,$a=3$,При каком значении параметра $a=3$ уравнение $3x^2=3$ имеет корень $x=1$?
9-A2-6-L2-g2,9,2,quadratic_basic,50,$a=6$,При каком значении параметра $a=6$ уравнение $6x^2=294$ имеет корень $x=7$?
9-A2-7-L2-g2,9,2,quadratic_basic,49,$a=6$,При каком значении параметра $a=6$ уравнение $6x^2=24$ имеет корень $x=2$?
9-A2-8-L2-g2,9,2,quadratic_basic,50,$a=6$,При каком значении параметра $a=6$ уравнение $6x^2=384$ имеет корень $x=8$?
9-A2-9-L2-g2,9,2,quadratic_basic,49,$a=2$,При каком значении параметра $a=2$ уравнение $2x^2=50$ имеет корень $x=5$?
9-A2-11-L3-g2,9,3,quadratic_basic,49,$a=3$,При каком значении параметра $a=3$ уравнение $3x^2=27$ имеет корень $x=3$?
9-A2-12-L3-g2,9,3,quadratic_basic,50,$a=5$,При каком значении параметра $a=5$ уравнение $5x^2=180$ имеет корень $x=6$?
9-A2-13-L3-g2,9,3,quadratic_basic,50,$a=3$,При каком значении параметра $a=3$ уравнение $3x^2=192$ имеет корень $x=8$?
9-A2-14-L3-g2,9,3,quadratic_basic,50,$a=5$,При каком значении параметра $a=5$ уравнение $5x^2=405$ имеет корень $x=9$?
9-A2-15-L3-g2,9,3,quadratic_basic,50,$a=5$,При каком значении параметра $a=5$ уравнение $5x^2=125$ имеет корень $x=5$?
9-A2-16-L4-g2,9,4,quadratic_basic,50,$a=4$,При каком значении параметра $a=4$ уравнение $4x^2=324$ имеет корень $x=9$?
9-A2-17-L4-g2,9,4,quadratic_basic,49,$a=2$,При каком значении параметра $a=2$ уравнение $2x^2=18$ имеет корень $x=3$?
9-A2-18-L4-g2,9,4,quadratic_basic,50,$a=2$,При каком значении параметра $a=2$ уравнение $2x^2=162$ имеет корень $x=9$?
9-A2-19-L4-g2,9,4,quadratic_basic,50,$a=3$,При каком значении параметра $a=3$ уравнение $3x^2=243$ имеет корень $x=9$?
9-A2-20-L4-g2,9,4,quadratic_basic,49,$a=3$,При каком значении параметра $a=3$ уравнение $3x^2=75$ имеет корень $x=5$?
9-A2-3-L5-g3,9,5,quadratic_basic,29,$a=3$,При каком $a$ уравнение $3x^2=75$ имеет корень $x=5$?
9-A2-4-L5-g3,9,5,quadratic_basic,29,$a=6$,При каком $a$ уравнение $6x^2=96$ имеет корень $x=4$?
9-A2-24,9,6,quadratic_basic,677,$a>4$,"Найдите все значения параметра $a$, при которых оба корня уравнения $x^2-(a+2)x+2a-3=0$ больше $1$."
9-D1b-10,9,6,fraction_of_number,2022,"Одна тройка: (3,4,5). Бесконечная серия: (3k, 4k, 5k) для любого натурального k.","Найдите хотя бы одну тройку попарно различных натуральных чисел $(a,b,c)$ такую, что числа $a$, $b$, $c$ являются длинами сторон некоторого треугольника, и число $\d\frac{b+c}{a}$ — целое. Докажите, что существует бесконечно много таких треугольников."
9-F13-19,9,6,quadratic_basic,695,$a=rac{9\pm 3\sqrt{73}}{16}$,"Найдите все действительные значения параметра $a$, при которых уравнение $x^2-2ax+a+2=0$ имеет два различных действительных корня, один из которых в два раза больше другого."
9-F4-20,9,6,quadratic_basic,896,$a>2$,"Найдите все значения параметра $a$, при которых оба корня уравнения $x^2-(2a+1)x+a^2=0$ больше $1$."
9-A2-1,9,7,quadratic_basic,620,$36$,"Сколько существует пар целых чисел $(m,n)$ таких, что уравнение $x^2-mx+n=0$ имеет два различных целых корня из множества $\{1,2,\dots,9\}$?"
9-A2-3,9,7,quadratic_basic,677,Нет таких $a$,"Докажите, что не существует такого действительного числа $a$, при котором оба уравнения $x^2-ax+3=0$ и $x^2-ax-3=0$ имеют по два целых корня."
9-A2-4,9,7,quadratic_basic,608,$a=2$,"Найдите все значения параметра $a$, при которых уравнение $x^2-(a+1)x+a-2=0$ имеет два различных целых корня."
9-A2-6,9,7,quadratic_basic,523,$a=-2$ или $a=0$,"Найдите все значения параметра $a$, при которых корни уравнения $x^2-(a+3)x+a+2=0$ отличаются на $1$."
9-F4a-5,9,7,quadratic_basic,646,$a=8-2\sqrt{13}$ или $a=8+2\sqrt{13}$,"Найдите все значения параметра $a$, при которых уравнение $x^2-2ax+a^2-4a+3=0$ имеет два корня, один из которых в $3$ раза больше другого."
9-F8-16,9,7,quadratic_basic,900,$1<a<\frac{7-\sqrt{13}}{2}$,"Найдите все значения параметра $a$, при которых оба корня уравнения $x^2-2ax+a^2-a=0$ принадлежат интервалу $(0,3)$."
9-F8-21,9,7,quadratic_basic,1016,$0<a<rac14$,"Найдите все значения параметра $a$, при которых уравнение $|x^2-5x+6|=a$ имеет ровно четыре различных действительных решения."
9-A2-3-L8-g911,9,8,quadratic_basic,2133,$a=-2\sqrt{2}$,"Найдите все значения параметра $a$, при которых уравнение $x^2+ax+1=0$ имеет два различных положительных корня, и при этом сумма квадратов этих корней минимальна."
9-A3-1-L1-g2,9,1,quadratic_basic,61,"$x_1=6, x_2=7$",Решите уравнение: $x^2-13x+42=0$.
9-A3-2-L1-g2,9,1,quadratic_basic,62,"$x_1=7, x_2=-3$",Решите уравнение: $x^2-4x-21=0$.
9-A3-3-L1-g2,9,1,quadratic_basic,61,"$x_1=9, x_2=4$",Решите уравнение: $x^2-13x+36=0$.
9-A3-4-L1-g2,9,1,quadratic_basic,60,"$x_1=2, x_2=5$",Решите уравнение: $x^2-7x+10=0$.
9-A3-5-L1-g2,9,1,quadratic_basic,63,"$x_1=3, x_2=-6$",Решите уравнение: $x^2+3x-18=0$.
9-A3-10-L2-g2,9,2,quadratic_basic,62,"$x_1=2, x_2=-3$",Решите уравнение: $x^2+1x-6=0$.
9-A3-6-L2-g2,9,2,quadratic_basic,59,"$x_1=5, x_2=1$",Решите уравнение: $x^2-6x+5=0$.
9-A3-7-L2-g2,9,2,quadratic_basic,61,"$x_1=4, x_2=8$",Решите уравнение: $x^2-12x+32=0$.
9-A3-8-L2-g2,9,2,quadratic_basic,62,"$x_1=6, x_2=-4$",Решите уравнение: $x^2-2x-24=0$.
9-A3-9-L2-g2,9,2,quadratic_basic,61,"$x_1=5, x_2=6$",Решите уравнение: $x^2-11x+30=0$.
9-A3-11-L3-g2,9,3,quadratic_basic,62,"$x_1=9, x_2=-7$",Решите уравнение: $x^2-2x-63=0$.
9-A3-12-L3-g2,9,3,quadratic_basic,63,"$x_1=7, x_2=-8$",Решите уравнение: $x^2+1x-56=0$.
9-A3-13-L3-g2,9,3,quadratic_basic,59,"$x_1=4, x_2=0$",Решите уравнение: $x^2-4x+0=0$.
9-A3-14-L3-g2,9,3,quadratic_basic,59,"$x_1=3, x_2=2$",Решите уравнение: $x^2-5x+6=0$.
9-A3-15-L3-g2,9,3,quadratic_basic,63,"$x_1=3, x_2=-5$",Решите уравнение: $x^2+2x-15=0$.
9-A3-16-L4-g2,9,4,quadratic_basic,62,"$x_1=9, x_2=-6$",Решите уравнение: $x^2-3x-54=0$.
9-A3-18-L4-g2,9,4,quadratic_basic,63,"$x_1=3, x_2=-4$",Решите уравнение: $x^2+1x-12=0$.
9-A3-19-L4-g2,9,4,quadratic_basic,61,"$x_1=5, x_2=8$",Решите уравнение: $x^2-13x+40=0$.
9-A3-20-L4-g2,9,4,quadratic_basic,62,"$x_1=7, x_2=-7$",Решите уравнение: $x^2+0x-49=0$.
9-A3-21-L5-g2,9,5,quadratic_basic,61,$29$,Корни квадратного уравнения $x^2+bx+c=0$ равны $7$ и $6$. Найдите $b+c$.
9-A3-22-L5-g2,9,5,quadratic_basic,36,$2$,Найдите произведение корней уравнения $x^2-(3)x+2=0$.
9-A3-23-L5-g2,9,5,quadratic_basic,56,$-13$,Один из корней уравнения $x^2+9x-52=0$ равен $4$. Найдите второй корень.
9-A3-24-L5-g2,9,5,quadratic_basic,42,$2$,При каком $k$ число $2$ является корнем уравнения $x^2+kx-8=0$?
9-G6-14-g,9,5,fraction_of_number,165,Верно; равенство при $a=b=c$,"Докажите для $a,b,c>0$: $\d\frac{a}{b+c}+\d\frac{b}{c+a}+\d\frac{c}{a+b}\ge\d\frac{3}{2}$."
9-C5-7,9,6,quadratic_basic,846,"Доказано, что $P(m)\neq 2026$ ни для какого целого $m$.","Дан многочлен $P(x)=x^5+ax^4+bx^3+cx^2+dx+e$ с целыми коэффициентами. Известно, что существуют такие пять различных целых чисел $t_1,t_2,t_3,t_4,t_5$, что $P(t_i)=2025$ для всех $i=1,\l\dots,5$. Докажите, что не существует целого числа $m$ такого, что $P(m)=2026$."
9-C5-6,9,7,quadratic_basic,1008,"Доказано, что $P(x) = (x^2+1)Q(x)$ с целыми коэффициентами.","Дан многочлен $P(x) = x^4 + ax^3 + bx^2 + cx + d$ с целыми коэффициентами. Известно, что для любого целого $n$ значение $P(n)$ делится на $n^2+1$. Докажите, что $P(x) = (x^2+1)Q(x)$, где $Q(x)$ – многочлен с целыми коэффициентами."
9-B1-9,9,7,quadratic_basic,696,$x=3\pm\sqrt3$,Решите уравнение $|x^2-5x+6|=x.$
9-B1-1-L8-gh3,9,8,quadratic_basic,1232,6,Решите систему уравнений: $\begin{cases} x^2 + y^2 + xy = 7 \\ x^4 + y^4 + x^2 y^2 = 21 \end{cases}$. В ответе укажите сумму всех различных значений $x + y$.
9-B1-2-L8-gh3,9,8,quadratic_basic,2157,"$(2;0), (0;2), (-2;0), (0;-2), (1;1), (-1;1), (1;-1), (-1;-1)$","Решите систему уравнений: $\begin{cases} x^2 + y^2 = 4, \\ |x| + |y| = 2. \end{cases}$"
9-B1-3-L8-gh3,9,8,quadratic_basic,1009,"$(x,y) = (\sqrt{3}, 1), (-\sqrt{3}, -1), (1, \sqrt{3}), (-1, -\sqrt{3})$",Решите систему уравнений: $\begin{cases} x^2 + y^2 + xy = 7 \\ x^4 + y^4 + x^2y^2 = 21 \end{cases}$.
9-B2-2-L6-g911,9,6,fraction_of_number,27,$60$,От числа $182$ взяли его $\d\frac{1}{3}$. Какое число получили?
9-B2-3-L6-g911,9,6,fraction_of_number,27,$69$,От числа $279$ взяли его $\d\frac{1}{4}$. Какое число получили?
9-B2-5-L8-g911,9,8,quadratic_basic,722,5,Решите уравнение в действительных числах: $|x-1|+|x-2|+\cdots+|x-10|=x^2-10x+50$.
9-B3-1-L4-g2,9,4,quadratic_basic,61,"$x_1=3, x_2=7$",Решите уравнение: $x^2-10x+21=0$.
9-B3-2-L4-g2,9,4,quadratic_basic,62,"$x_1=4, x_2=-3$",Решите уравнение: $x^2-1x-12=0$.
9-G6-10-g,9,4,fraction_of_number,66,$24$,Для $x>0$ найдите наименьшее значение $x+\d\frac{144}{x}$.
9-G6-9-g,9,4,fraction_of_number,66,$36$,Для $x>0$ найдите наименьшее значение $x+\d\frac{324}{x}$.
9-B3-3-L5-g2,9,5,quadratic_basic,43,$2$,При каком $k$ число $3$ является корнем уравнения $x^2+kx-16=0$?
9-B3-4-L5-g2,9,5,quadratic_basic,44,$-9$,При каком $k$ число $5$ является корнем уравнения $x^2+kx+20=0$?
9-B3-5-L5-g2,9,5,quadratic_basic,52,$3$,Один из корней уравнения $x^2-9x+18=0$ равен $6$. Найдите второй корень.
9-B3-6-L5-g2,9,5,quadratic_basic,58,$-17$,Один из корней уравнения $x^2+10x-119=0$ равен $7$. Найдите второй корень.
9-B3-7-L5-g2,9,5,quadratic_basic,37,$20$,Найдите произведение корней уравнения $x^2-(9)x+20=0$.
9-B3-2-L6-gh3,9,6,fraction_of_number,28,$125$,От числа $251$ взяли его $\d\frac{1}{2}$. Какое число получили?
9-C5-19,9,7,quadratic_basic,1335,"Доказано, что $Q(x)$ делит $P(x)$ нацело.","Даны многочлены $P(x) = x^3 + ax^2 + bx + c$ и $Q(x) = x^2 + px + q$ с целыми коэффициентами. Известно, что для любого целого числа $n$ число $P(n)$ делится на $Q(n)$. Докажите, что $Q(x)$ делит $P(x)$ как многочлен над целыми числами (т.е. существует многочлен с целыми коэффициентами $R(x)$ такой, "
9-B3-1-L8-g911,9,8,quadratic_basic,1175,$5$,"Пусть $f(x) = ax^2 + bx + 2 $, $a < 0 $ и $f(8) = 0 $. Какое наибольшее количество целочисленных решений может иметь неравенство $ax^4 + bx^2 + 2 > 0 $?"
9-C1-23,9,6,quadratic_basic,1740,"Все целые числа вида $(n, n, n)$, $(n, n, 1-n)$ и $(n, n, -1-n)$ с точностью до перестановки, $n \in \mathbb{Z}$.","Найдите все тройки целых чисел $(x, y, z)$, для которых выполнено равенство:
$(x^2 - y^2)^2 + (y^2 - z^2)^2 + (z^2 - x^2)^2 = (x - y)^2 + (y - z)^2 + (z - x)^2.$"
9-C1-8,9,6,quadratic_basic,1312,$24$,"Найдите наименьшее натуральное число $n$, для которого уравнение $x^2 + y^2 = n^2 + 2025$ имеет хотя бы одно решение в целых числах $(x, y)$."
9-H2-7,9,6,quadratic_basic,1003,4049 + 2024·2023·2022·2021,"Дан многочлен ${P(x)=x^4+ax^3+bx^2+cx+d}$ с действительными коэффициентами, причём $P(1)=2025$, $P(2)=2026$, $P(3)=2027$, $P(4)=2028$. Найдите значение $P(2025)$."
9-C1-1,9,7,quadratic_basic,2062,Нет целых значений a.,"Найдите все целые значения $a$, для которых существует многочлен $P(x)$ с целыми коэффициентами степени $3$ такой, что $P(x)^2 - P(x^2) = ax^4 + x^2 + a$ для всех действительных $x$."
9-C1-19,9,7,quadratic_basic,1204,"$P(1)=2^n-1$, где $n$ — неотрицательное целое число.","Пусть $P(x)$ — многочлен с целыми коэффициентами, такой что $P(x^2 + 2x) = P(x)^2 + 2P(x)$ для всех действительных $x$. Известно, что $P(0) = 0$. Найдите все возможные значения $P(1)$."
9-C5-11,9,7,quadratic_basic,2260,$120$,"Дана последовательность многочленов: $P_1(x) = x^2 + x + 1, \quad P_2(x) = x^2 + 2x + 3, \quad P_3(x) = x^2 + 3x + 5, \quad P_4(x) = x^2 + 4x + 7, \l\dots$ В общем виде $P_n(x) = x^2 + n x + (2n-1)$ для натурального $n$. Пусть $S_n$ — множество всех целых чисел $m$, для которых существует $x \in \ma"
9-C5-24,9,7,quadratic_basic,2139,P(x)=0 и P(x)=1,"Найдите все многочлены $P(x)$ с действительными коэффициентами такие, что для любого действительного $x$ выполнено равенство $P(x^2) = P(x) \cdot P(-x).$"
9-C1-22,9,8,quadratic_basic,15527,"$k \in \left(\frac{4273528}{707281}, +\infty\right)$","Найдите все целые значения $k$, при которых уравнение $(x^2 - 5x + 4)^2 + (x^2 - 5x + 4)(2x^2 - 3x - 1) + (2x^2 - 3x - 1)^2 = k$ имеет ровно два различных действительных корня."
9-H2-11,9,6,quadratic_basic,877,Нет таких значений $a$,"Дана функция $f(x) = \frac{x^3 - 6x^2 + 11x - 6}{x^2 - 5x + 6}$. Найдите все значения параметра $a$, при которых уравнение $f(x) = a$ имеет ровно два различных действительных корня, и определите, при каких $a$ один из корней является точкой перегиба функции $f(x)$."
9-H2-15,9,6,quadratic_basic,566,$2$,Функция задана формулой $f(x)=x^4-4x^3+6x^2-4x+1+\frac{1}{x^4-4x^3+6x^2-4x+1}.$ Найдите наименьшее значение функции на множестве $x\in\mathbb{R}\setminus\{1\}.$
9-H2-18,9,6,quadratic_basic,723,$0$,Пусть $f(x)=x^4-4x^3+6x^2-4x+1$. Рассмотрим функцию $g(x)=f(x)+f\left(\frac{1}{x}\right)$ при $x>0$. Найдите наименьшее значение функции $g(x)$.
9-H2-21,9,6,quadratic_basic,414,"Два решения, смена знака в точке 0","Исследуйте производную функцию $f(x)=x^3-3x^2+2,$ найдите количество решений уравнения $f'(x)=0$ и определите, в какой точке производная меняет знак с плюса на минус."
9-H2-23,9,6,quadratic_basic,1041,$2$,"Функция $f(x) = ax^3 + bx^2 + cx + d$ такова, что для любого натурального $n$ выполняется $f(n) \in \mathbb{Z}$. Кроме того, известно, что $f'(0) = f'(1) = 0$ и $f(0) = 0$. Найдите наименьшее возможное значение $|a|$, если $a \neq 0$."
9-H2-3,9,6,quadratic_basic,641,"Все целые числа, кроме 2 и 3.","Дана функция $f(x) = \frac{x^3 - 6x^2 + 11x - 6}{x^2 - 5x + 6}$ (при x ≠ 2, 3). Найдите все целые значения x, при которых f(x) является целым числом."
9-H2-4,9,6,quadratic_basic,995,1 точка: $c = 1 + \frac{2\sqrt{3}}{3}$,"Функция $f(x) = x^3 - 3x^2 + 2x + 1$ определена на отрезке $[-1; 3]$. Внутри этого отрезка (не на концах) существует точка $c$, в которой касательная к графику $f$ параллельна хорде, соединяющей точки $(-1; f(-1))$ и $(3; f(3))$. Найдите все такие $c$ и определите, сколько из них удовлетворяют услов"
9-H2-5,9,6,quadratic_basic,1104,"1, 2024",Исследуйте функцию $f(x) = x^4 - 4x^3 + 6x^2 - 4x + 2025$ на экстремумы. В ответе укажите количество точек минимума и значение функции в точке минимума (точках минимума).
9-H2-6,9,6,quadratic_basic,1368,$2022$,"Исследуйте функцию $f(x)=x^3-3x^2+3x+\frac{1}{x}+\frac{1}{x^2}+\frac{1}{x^3}$ на монотонность и экстремумы на промежутке $(0;+\infty)$. Найдите количество целых значений параметра $a$, при которых уравнение $f(x)=a$ имеет хотя бы одно решение на указанном промежутке."
9-H2-1,9,7,quadratic_basic,1313,$0$,"Функция $f(x) = x^3 - 3x^2 + 2$ определена на отрезке $[-1; 3]$. Найдите сумму всех различных значений $a$, при которых уравнение $f(x) = a$ имеет ровно два различных корня на этом отрезке."
9-H2-14,9,7,quadratic_basic,1400,"Четыре возможных значения: $12-4\sqrt{39}$, $12+4\sqrt{39}$, $8-4\sqrt{33}$, $8+4\sqrt{33}$.","Дана функция $f(x)=x^3+ax^2+bx+2$, где $a$ и $b$ — действительные числа. Известно, что функция убывает на интервале $(p; q)$ длины 4 и возрастает на $(-\infty;p)$ и $(q;+\infty)$. Найдите все значения параметров $a$ и $b$, при которых касательная к графику функции в точке с абсциссой $x=0$ отсекает "
9-H2-16,9,7,quadratic_basic,1466,бесконечно много (все $a>3$),"Дана функция $f(x)=x^4-4x^3+12x^2-16x+8$. Найдите количество значений параметра $a$, при которых уравнение $f(x) = a$ имеет ровно два различных действительных корня."
9-H2-19,9,7,quadratic_basic,6167,"Не существует таких значений параметров a и b, при которых функция f(x) имеет в точке x=1 локальный минимум, равный 2, и","Функция $f(x)=\frac{ax^2+bx+1}{x^2+1}$ имеет в точке $x=1$ локальный минимум, равный $2$. Найдите все возможные значения параметров $a$ и $b$, при которых функция $f(x)$ имеет ровно две критические точки на всей числовой прямой."
9-H2-20,9,7,quadratic_basic,1962,$a = \frac{3}{2^{2/3}}$,"Дана функция $f(x) = x^4 - 4x^3 + 6x^2 - 4x + 1 + \frac{1}{(x-1)^2}$, где $x \neq 1$. Найдите все значения параметра $a$, при которых уравнение $f(x) = a$ имеет ровно два различных действительных корня."
9-H2-22,9,7,quadratic_basic,3595,"$a \in \mathbb{Z}, a \leq -2$ или $a \geq 8$","Дана функция $f(x) = \frac{2x^3 - 3x^2 - 12x + 5}{x^2 - 2x - 3}.$ Найдите все целые значения параметра $a$, при которых уравнение $f(x) = a$ имеет ровно два различных решения на отрезке $[-2; 4]$, и при этом среди этих решений нет точек разрыва функции."
9-H2-10,9,8,quadratic_basic,789,Таких коэффициентов не существует.,"Дана функция $f(x)=rac{ax^3+bx^2+cx+d}{x^2+1}$, где коэффициенты $a,b,c,d$ — целые числа, причём $a>0$. Известно, что график функции имеет ровно две горизонтальные асимптоты (различные) и ровно одну наклонную асимптоту (не горизонтальную). Кроме того, функция $f'(x)$ имеет ровно три различных дейст"
